,Symbol,Company Name,Security Name,Cleaned Name
2780,SGOC,"SGOCO Group, Ltd ","SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)",SGOCO
2781,SGRP,"SPAR Group, Inc. ","SPAR Group, Inc. - Common Stock",SPAR Group
2782,SGRY,"Surgery Partners, Inc. ","Surgery Partners, Inc. - Common Stock",Surgery Partners
2783,SGYP,"Synergy Pharmaceuticals, Inc. ","Synergy Pharmaceuticals, Inc. - Common Stock",Synergy
2784,SHBI,Shore Bancshares Inc ,Shore Bancshares Inc - Common Stock,Shore Bancshares Inc
2785,SHBI,Shore Bancshares Inc ,Shore Bancshares Inc - Common Stock,Shore Bancshares
2786,SHEN,Shenandoah Telecommunications Co ,Shenandoah Telecommunications Co - Common Stock,Shenandoah Telecommunications Co
2787,SHEN,Shenandoah Telecommunications Co ,Shenandoah Telecommunications Co - Common Stock,Shenandoah Telecommunications
2788,SHIP,Seanergy Maritime Holdings Corp ,Seanergy Maritime Holdings Corp - Common Stock,Seanergy Maritime Holdings Corp
2789,SHIP,Seanergy Maritime Holdings Corp ,Seanergy Maritime Holdings Corp - Common Stock,Seanergy Maritime Holdings
2790,SHIPW,Seanergy Maritime Holdings Corp ,Seanergy Maritime Holdings Corp - Class A Warrants,Seanergy
2791,SHLD,Sears Holdings Corporation ,Sears Holdings Corporation - Common Stock,Sears Holdings Corporation 
2792,SHLDW,Sears Holdings Corporation ,Sears Holdings Corporation - Warrant,Sears Holdings Corporation 
2793,SHLO,"Shiloh Industries, Inc. ","Shiloh Industries, Inc. - Common Stock",Shiloh
2794,SHOO,"Steven Madden, Ltd. ","Steven Madden, Ltd. - Common Stock",Steven Madden
2795,SHOS,"Sears Hometown and Outlet Stores, Inc. ","Sears Hometown and Outlet Stores, Inc. - Common Stock",town  Outlet
2796,SHPG,Shire plc ,"Shire plc - American Depositary Shares, each representing three Ordinary Shares",Shire
2797,SHSP,"SharpSpring, Inc. ","SharpSpring, Inc. - Common Stock",SharpSpring
2798,SHV,iShares Short Treasury Bond ETF,iShares Short Treasury Bond ETF,iShares Short
2799,SHV,iShares Short Treasury Bond ETF,iShares Short Treasury Bond ETF,iShares Short Treasury Bond ETF
2800,SHY,iShares 1,iShares 1-3 Year Treasury Bond ETF,iShares 1
2801,SIC,"Select Interior Concepts, Inc. ","Select Interior Concepts, Inc. - Class A Common Stock",nterior ncepts
2802,SIEB,Siebert Financial Corp. ,Siebert Financial Corp. - Common Stock,Siebert Financial Corp.
2803,SIEB,Siebert Financial Corp. ,Siebert Financial Corp. - Common Stock,Siebert Financial
2804,SIEN,"Sientra, Inc. ","Sientra, Inc. - Common Stock",Sientra
2805,SIFI,"SI Financial Group, Inc. ","SI Financial Group, Inc. - Common Stock","SI Financial Group, Inc. "
2806,SIFY,Sify Technologies Limited ,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",Sify Technologies Limited
2807,SIFY,Sify Technologies Limited ,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",Sify Technologies
2808,SIGA,SIGA Technologies Inc. ,SIGA Technologies Inc. - Common Stock,SIGA Technologies Inc.
2809,SIGA,SIGA Technologies Inc. ,SIGA Technologies Inc. - Common Stock,SIGA Technologies
2810,SIGI,"Selective Insurance Group, Inc. ","Selective Insurance Group, Inc. - Common Stock",Selective Insurance Group
2811,SIGM,"Sigma Designs, Inc. ","Sigma Designs, Inc. - Common Stock",Designs
2812,SILC,Silicom Ltd ,Silicom Ltd - Ordinary Shares,Silicom Ltd
2813,SILC,Silicom Ltd ,Silicom Ltd - Ordinary Shares,Silicom
2814,SIMO,Silicon Motion Technology Corporation ,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Silicon Motion Technology Corporation
2815,SIMO,Silicon Motion Technology Corporation ,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Silicon Motion Technology
2816,SINA,Sina Corporation ,Sina Corporation - Ordinary Shares,Sina
2817,SINO,Sino,"Sino-Global Shipping America, Ltd. - Common Stock",Sino
2818,SIR,Select Income REIT ,Select Income REIT - Common Shares of Beneficial Interest,ome RET
2819,SIRI,Sirius XM Holdings Inc. ,Sirius XM Holdings Inc. - Common Stock,Sirius XM Holdings Inc.
2820,SIRI,Sirius XM Holdings Inc. ,Sirius XM Holdings Inc. - Common Stock,Sirius XM Holdings
2821,SITO,"SITO Mobile, Ltd. ","SITO Mobile, Ltd. - Common Stock",STO 
2822,SKIS,"Peak Resorts, Inc. ","Peak Resorts, Inc. - Common Stock",Peak
2823,SKOR,FlexShares Credit,FlexShares Credit-Scored US Corporate Bond Index Fund,FlexShares Credit
2824,SKYW,"SkyWest, Inc. ","SkyWest, Inc. - Common Stock",SkyWest
2825,SKYY,First Trust Cloud Computing ETF,First Trust Cloud Computing ETF,First Trust Cloud Computing ETF
2826,SLAB,"Silicon Laboratories, Inc. ","Silicon Laboratories, Inc. - Common Stock",Silicon Laboratories
2827,SLCT,"Select Bancorp, Inc. ","Select Bancorp, Inc. - Common Stock","Select Bancorp, Inc. "
2828,SLDB,Solid Biosciences Inc. ,Solid Biosciences Inc. - Common Stock,Solid Biosciences Inc.
2829,SLDB,Solid Biosciences Inc. ,Solid Biosciences Inc. - Common Stock,Solid Biosciences
2830,SLGN,Silgan Holdings Inc. ,Silgan Holdings Inc. - Common Stock,Silgan Holdings Inc.
2831,SLGN,Silgan Holdings Inc. ,Silgan Holdings Inc. - Common Stock,Silgan Holdings
2832,SLIM,The Obesity ETF,The Obesity ETF,Obesity
2833,SLM,SLM Corporation ,SLM Corporation - Common Stock,SLM Corporation
2834,SLNO,"Soleno Therapeutics, Inc. ","Soleno Therapeutics, Inc. - Common Stock",Soleno Therapeutics
2835,SLNOW,"Soleno Therapeutics, Inc. ","Soleno Therapeutics, Inc. - Series A Warrant",Soleno
2836,SLP,"Simulations Plus, Inc. ","Simulations Plus, Inc. - Common Stock",Simulations Plus
2837,SLQD,iShares 0,iShares 0-5 Year Investment Grade Corporate Bond ETF,iShares 0
2838,SLRC,Solar Capital Ltd. ,Solar Capital Ltd. - Common Stock,Solar Capital Ltd.
2839,SLRC,Solar Capital Ltd. ,Solar Capital Ltd. - Common Stock,Solar Capital
2840,SLS,"SELLAS Life Sciences Group, Inc.  ","SELLAS Life Sciences Group, Inc.  - Common Stock",SELLAS Life Sciences Group
2841,SLVO,Credit Suisse AG ,Credit Suisse AG - Credit Suisse Silver Shares Covered Call Exchange Traded Notes,Credit Suisse AG 
2842,SMBC,"Southern Missouri Bancorp, Inc. ","Southern Missouri Bancorp, Inc. - Common Stock",Southern Missouri Bancorp
2843,SMBK,"SmartFinancial, Inc. ","SmartFinancial, Inc. - Common Stock",SmartFinancial
2844,SMCI,"Super Micro Computer, Inc. ","Super Micro Computer, Inc. - Common Stock",Super Micro Computer
2845,SMCP,AlphaMark Actively Managed Small Cap ETF,AlphaMark Actively Managed Small Cap ETF,AlphaMark Actively Managed Small Cap ETF
2846,SMED,Sharps Compliance Corp. ,Sharps Compliance Corp. - Common Stock,Sharps mpliance
2847,SMIT,"Schmitt Industries, Inc. ","Schmitt Industries, Inc. - Common Stock",Schmitt Industries
2848,SMMF,"Summit Financial Group, Inc. ","Summit Financial Group, Inc. - Common Stock",Summit Financial Group
2849,SMMT,Summit Therapeutics plc ,Summit Therapeutics plc - American Depositary Shares,Summit Therapeutics
2850,SMPL,The Simply Good Foods Company ,The Simply Good Foods Company - Common Stock,The Simply Good Foods Company
2851,SMPLW,The Simply Good Foods Company ,The Simply Good Foods Company - Warrant,Simply
2852,SMRT,"Stein Mart, Inc. ","Stein Mart, Inc. - Common Stock",Stein Mart
2853,SMSI,"Smith Micro Software, Inc. ","Smith Micro Software, Inc. - Common Stock",Smith Micro Software
2854,SMTC,Semtech Corporation ,Semtech Corporation - Common Stock,Semtech Corporation
2855,SMTC,Semtech Corporation ,Semtech Corporation - Common Stock,Semtech
2856,SMTX,SMTC Corporation ,SMTC Corporation - Common Stock,SMTC
2857,SNBR,Sleep Number Corporation ,Sleep Number Corporation - Common Stock,Sleep Number Corporation
2858,SNBR,Sleep Number Corporation ,Sleep Number Corporation - Common Stock,Sleep Number
2859,SND,"Smart Sand, Inc. ","Smart Sand, Inc. - Common Stock",Smart Sand
2860,SND,"Smart Sand, Inc. ","Smart Sand, Inc. - Common Stock",Smart Sand.
2861,SNDE,Sundance Energy Australia Limited ,Sundance Energy Australia Limited - American Depositary Shares,Sundance  Australia
2862,SNDX,"Syndax Pharmaceuticals, Inc. ","Syndax Pharmaceuticals, Inc. - Common Stock",Syndax Pharmaceuticals
2863,SNES,"SenesTech, Inc. ","SenesTech, Inc. - Common Stock",SenesTech
2864,SNFCA,Security National Financial Corporation ,Security National Financial Corporation - Class A Common Stock,Security National Financial
2865,SNGX,"Soligenix, Inc. ","Soligenix, Inc. - Common Stock",Soligenix
2866,SNGXW,"Soligenix, Inc. ","Soligenix, Inc. - Warrant",Soligenix
2867,SNH,Senior Housing Properties Trust ,Senior Housing Properties Trust - Common Shares of Beneficial Interest,Senior Housing Properties Trust 
2868,SNHNI,Senior Housing Properties Trust ,Senior Housing Properties Trust - 5.625% Senior Notes due 2042,Senior Housing Properties Trust 
2869,SNHNL,Senior Housing Properties Trust ,Senior Housing Properties Trust - 6.25% Senior Notes Due 2046,Senior Housing Properties Trust 
2870,SNHY,Sun Hydraulics Corporation ,Sun Hydraulics Corporation - Common Stock,Sun Hydraulics
2871,SNLN,Highland/iBoxx Senior Loan ETF,Highland/iBoxx Senior Loan ETF,Highland/iBoxx Senior Loan ETF
2872,SNMX,"Senomyx, Inc. ","Senomyx, Inc. - Common Stock",Senomyx
2873,SNNA,"Sienna Biopharmaceuticals, Inc. ","Sienna Biopharmaceuticals, Inc. - Common Stock",Sienna pharmaceuticals
2874,SNOA,"Sonoma Pharmaceuticals, Inc. ","Sonoma Pharmaceuticals, Inc. - Common Stock",Sonoma Pharmaceuticals
2875,SNOAW,"Sonoma Pharmaceuticals, Inc. ","Sonoma Pharmaceuticals, Inc. - Warrants",Sonoma
2876,SNPS,"Synopsys, Inc. ","Synopsys, Inc. - Common Stock",Synopsys
2877,SNSR,Global X Internet of Things ETF,Global X Internet of Things ETF,Global X Internet of Things ETF
2878,SNSS,"Sunesis Pharmaceuticals, Inc. ","Sunesis Pharmaceuticals, Inc. - Common Stock",Sunesis
2879,SOCL,Global X Social Media ETF,Global X Social Media ETF,Global X Social Media ETF
2880,SODA,SodaStream International Ltd. ,SodaStream International Ltd. - Ordinary Shares,SodaStream
2881,SOFO,"Sonic Foundry, Inc. ","Sonic Foundry, Inc. - Common Stock",Sonic Foundry
2882,SOHO,Sotherly Hotels Inc. ,Sotherly Hotels Inc. - Common Stock,Sotherly Hotels
2883,SOHOB,Sotherly Hotels Inc. ,Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,Sotherly Hotels Inc. 
2884,SOHOK,Sotherly Hotels LP ,Sotherly Hotels LP - 7.25% Senior Unsecured Notes Due 2021,Sotherly Hotels LP 
2885,SOHOO,Sotherly Hotels Inc. ,Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,Sotherly Hotels Inc. 
2886,SOHU,Sohu.com Limited  ,Sohu.com Limited  - American Depositary Shares,Sohu.com
2887,SOLO,Electrameccanica Vehicles Corp. Ltd. ,Electrameccanica Vehicles Corp. Ltd. - Common Stock,Electrameccanica Vehicles
2888,SOLOW,Electrameccanica Vehicles Corp. Ltd. ,Electrameccanica Vehicles Corp. Ltd. - Warrants,Electrameccanica
2889,SONA,"Southern National Bancorp of Virginia, Inc. ","Southern National Bancorp of Virginia, Inc. - Common Stock",Virginia
2890,SONC,Sonic Corp. ,Sonic Corp. - Common Stock,Sonic
2891,SONO,"Sonos, Inc. ","Sonos, Inc. - Common Stock",Sonos
2892,SORL,"SORL Auto Parts, Inc. ","SORL Auto Parts, Inc. - Common Stock",SORL  Parts
2893,SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,iShares PHLX SOX Semiconductor Sector Index Fund,P SO
2894,SP,SP Plus Corporation ,SP Plus Corporation - Common Stock,SP Plus
2895,SPAR,"Spartan Motors, Inc. ","Spartan Motors, Inc. - Common Stock",Spartan Motors
2896,SPCB,"SuperCom, Ltd. ","SuperCom, Ltd. - Ordinary Shares",SuperCom
2897,SPEX,Spherix Incorporated ,Spherix Incorporated - Common Stock,Spherix orporated
2898,SPHS,"Sophiris Bio, Inc. ","Sophiris Bio, Inc. - Common Shares",Sophiris 
2899,SPI,"SPI Energy Co., Ltd. ","SPI Energy Co., Ltd. - Ordinary Shares",SPI Energy
2900,SPKE,"Spark Energy, Inc. ","Spark Energy, Inc. - Class A Common Stock","Spark Energy, Inc. "
2901,SPKEP,"Spark Energy, Inc. ","Spark Energy, Inc. - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock","Spark Energy, Inc. "
2902,SPLK,Splunk Inc. ,Splunk Inc. - Common Stock,Splunk
2903,SPNE,SeaSpine Holdings Corporation ,SeaSpine Holdings Corporation - Common Stock,SeaSpine
2904,SPNS,Sapiens International Corporation N.V. ,Sapiens International Corporation N.V. - Common Shares,Sapiens International
2905,SPOK,"Spok Holdings, Inc. ","Spok Holdings, Inc. - Common Stock",Spok Holdings
2906,SPPI,"Spectrum Pharmaceuticals, Inc. ","Spectrum Pharmaceuticals, Inc. - Common Stock",Spectrum Pharmaceuticals
2907,SPRO,"Spero Therapeutics, Inc. ","Spero Therapeutics, Inc. - Common Stock",Spero Therapeutics
2908,SPRT,"Support.com, Inc. ","Support.com, Inc. - Common Stock",Support.com
2909,SPSC,"SPS Commerce, Inc. ","SPS Commerce, Inc. - Common Stock",SPS Commerce
2910,SPTN,SpartanNash Company ,SpartanNash Company - Common Stock,SpartanNash
2911,SPWH,"Sportsman's Warehouse Holdings, Inc. ","Sportsman's Warehouse Holdings, Inc. - Common Stock",Sportsman's Warehouse
2912,SPWR,SunPower Corporation ,SunPower Corporation - Common Stock,SunPower
2913,SQBG,"Sequential Brands Group, Inc. ","Sequential Brands Group, Inc. - Common Stock",Sequential Brs
2914,SQLV,Legg Mason Small,Legg Mason Small-Cap Quality Value ETF,Legg Mason Small
2915,SQQQ,ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ,ProShares
2916,SQQQ,ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ,ProShares UltraPro Short QQQ
2917,SRAX,"Social Reality, Inc. ","Social Reality, Inc. - Class A Common Stock",Social ity
2918,SRCE,1st Source Corporation ,1st Source Corporation - Common Stock,1st Source
2919,SRCL,"Stericycle, Inc. ","Stericycle, Inc. - Common Stock",Stericycle
2920,SRCLP,"Stericycle, Inc. ","Stericycle, Inc. - Depository Receipt",Stericycle
2921,SRDX,"Surmodics, Inc. ","Surmodics, Inc. - Common Stock",Surmodics
2922,SRET,Global X SuperDividend REIT ETF,Global X SuperDividend REIT ETF,Global X SuperDividend REIT ETF
2923,SREV,"ServiceSource International, Inc. ","ServiceSource International, Inc. - Common Stock",ServiceSource 
2924,SRNE,"Sorrento Therapeutics, Inc. ","Sorrento Therapeutics, Inc. - Common Stock",Sorrento
2925,SRPT,"Sarepta Therapeutics, Inc. ","Sarepta Therapeutics, Inc. - Common Stock",Sarepta Therapeutics
2926,SRRA,"Sierra Oncology, Inc. ","Sierra Oncology, Inc. - Common Stock","Sierra Oncology, Inc. "
2927,SRRK,Scholar Rock Holding Corporation ,Scholar Rock Holding Corporation - Common Stock,Scholar Rock Holding
2928,SRTS,"Sensus Healthcare, Inc. ","Sensus Healthcare, Inc. - Common Stock",Sensus Healthcare
2929,SRTSW,"Sensus Healthcare, Inc. ","Sensus Healthcare, Inc. - Warrant",Sensus 
2930,SSB,South State Corporation ,South State Corporation - Common Stock,South State
2931,SSBI,Summit State Bank ,Summit State Bank - Common Stock,Summit State
2932,SSC,"Seven Stars Cloud Group, Inc. ","Seven Stars Cloud Group, Inc. - Common Stock",s Cloud
2933,SSFN,Stewardship Financial Corp ,Stewardship Financial Corp - Common Stock,Stewardship
2934,SSKN,"Strata Skin Sciences, Inc. ","Strata Skin Sciences, Inc. - Common Stock",Strata Skin Sciences
2935,SSLJ,SSLJ.com Limited ,SSLJ.com Limited - Class A Ordinary Shares,SSLJ.com
2936,SSNC,"SS&C Technologies Holdings, Inc. ","SS&C Technologies Holdings, Inc. - Common Stock",SS&C Technologies Holdings
2937,SSNT,"SilverSun Technologies, Inc. ","SilverSun Technologies, Inc. - Common Stock",SilverSun Technologies
2938,SSP,E.W. Scripps Company (The) ,E.W. Scripps Company (The) - Class A Common Stock,E.W. Scripps
2939,SSRM,SSR Mining Inc. ,SSR Mining Inc. - Common Stock,SSR Mining
2940,SSTI,"ShotSpotter, Inc. ","ShotSpotter, Inc. - Common Stock",ShotSpotter
2941,SSYS,"Stratasys, Ltd. ","Stratasys, Ltd. - Common Stock",Stratasys
2942,STAA,STAAR Surgical Company ,STAAR Surgical Company - Common Stock,STAAR Surgical
2943,STAF,"Staffing 360 Solutions, Inc. ","Staffing 360 Solutions, Inc. - Common Stock",Staffing 360 Solutions
2944,STAY,"Extended Stay America, Inc. ","Extended Stay America, Inc. - Paired Shares",Extended Stay 
2945,STBA,"S&T Bancorp, Inc. ","S&T Bancorp, Inc. - Common Stock",S&T Bancorp
2946,STBZ,State Bank Financial Corporation. ,State Bank Financial Corporation. - Common Stock,State Bank Financial Corporation. 
2947,STCN,"Steel Connect, Inc. ","Steel Connect, Inc. - Common Stock",Steel Connect
2948,STDY,SteadyMed Ltd. ,SteadyMed Ltd. - Ordinary Shares,SteadyMed
2949,STFC,State Auto Financial Corporation ,State Auto Financial Corporation - Common Stock,State Auto Financial Corporation 
2950,STIM,"Neuronetics, Inc. ","Neuronetics, Inc. - Common Stock",Neuronetics
2951,STKL,"SunOpta, Inc. ","SunOpta, Inc. - Common Stock",SunOpta
2952,STKS,"The ONE Group Hospitality, Inc. ","The ONE Group Hospitality, Inc. - Common Stock",The ONE Group Hospitality
2953,STLD,"Steel Dynamics, Inc. ","Steel Dynamics, Inc. - Common Stock",Steel Dynamics
2954,STLR,Stellar Acquisition III Inc. ,Stellar Acquisition III Inc. - Common Stock,Stellar Acquisition III Inc. 
2955,STLRU,Stellar Acquisition III Inc. ,Stellar Acquisition III Inc. - Unit,Stellar Acquisition III Inc. 
2956,STLRW,Stellar Acquisition III Inc. ,Stellar Acquisition III Inc. - Warrants,Stellar Acquisition III Inc. 
2957,STML,"Stemline Therapeutics, Inc. ","Stemline Therapeutics, Inc. - Common Stock",Stemline
2958,STMP,Stamps.com Inc. ,Stamps.com Inc. - Common Stock,Stamps.com
2959,STND,Standard AVB Financial Corp. ,Standard AVB Financial Corp. - Common Stock,d AVB
2960,STNL,Sentinel Energy Services Inc. ,Sentinel Energy Services Inc. - Class A Ordinary Share,Sentinel Energy Services Inc. 
2961,STNLU,Sentinel Energy Services Inc. ,Sentinel Energy Services Inc. - Unit,Sentinel Energy Services Inc. 
2962,STNLW,Sentinel Energy Services Inc. ,Sentinel Energy Services Inc. - Warrant,Sentinel Energy Services Inc. 
2963,STPP,Barclays PLC ,Barclays PLC - iPath US Treasury Steepener ETN,Barclays PLC 
2964,STRA,"Strategic Education, Inc. ","Strategic Education, Inc. - Common Stock",Strategic Education
2965,STRL,Sterling Construction Company Inc ,Sterling Construction Company Inc - Common Stock,Infrastructure
2966,STRL,Sterling Construction Company Inc ,Sterling Construction Company Inc - Common Stock,Sterling Construction
2967,STRM,"Streamline Health Solutions, Inc. ","Streamline Health Solutions, Inc. - Common Stock",Streamline Health
2968,STRS,Stratus Properties Inc. ,Stratus Properties Inc. - Common Stock,Stratus Properties
2969,STRT,STRATTEC SECURITY CORPORATION ,STRATTEC SECURITY CORPORATION - Common Stock,STRATTEC SECURITY
2970,STX,Seagate Technology PLC ,Seagate Technology PLC - Ordinary Shares (Ireland),Seagate Technology
2971,STXB,"Spirit of Texas Bancshares, Inc. ","Spirit of Texas Bancshares, Inc. - Common Stock",Spirit  Tas
2972,SUMR,"Summer Infant, Inc. ","Summer Infant, Inc. - Common Stock",Summer nfant
2973,SUNS,Solar Senior Capital Ltd. ,Solar Senior Capital Ltd. - Common Stock,Solar Senior Capital Ltd. 
2974,SUNW,"Sunworks, Inc. ","Sunworks, Inc. - Common Stock",Sunworks
2975,SUPN,"Supernus Pharmaceuticals, Inc. ","Supernus Pharmaceuticals, Inc. - Common Stock",Supernus Pharmaceuticals
2976,SURF,"Surface Oncology, Inc. ","Surface Oncology, Inc. - Common Stock",Surface Oncology
2977,SUSB,iShares ESG 1,iShares ESG 1-5 Year USD Corporate Bond ETF,iShares ESG 1
2978,SUSC,iShares ESG USD Corporate Bond ETF,iShares ESG USD Corporate Bond ETF,iShares ESG USD Corporate Bond ETF
2979,SVA,"Sinovac Biotech, Ltd. ","Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",Sinovac tech
2980,SVBI,Severn Bancorp Inc ,Severn Bancorp Inc - Common Stock,Severn
2981,SVRA,"Savara, Inc. ","Savara, Inc. - Common Stock",Savara
2982,SVVC,"Firsthand Technology Value Fund, Inc. ","Firsthand Technology Value Fund, Inc. - Common Stock",Firsthand Technology
2983,SWIN,ALPS/Dorsey Wright Sector Momentum ETF,ALPS/Dorsey Wright Sector Momentum ETF,ALPS/Dorsey Wright Sector Momentum ETF
2984,SWIR,"Sierra Wireless, Inc. ","Sierra Wireless, Inc. - Common Stock",less
2985,SWKS,"Skyworks Solutions, Inc. ","Skyworks Solutions, Inc. - Common Stock",Skyworks Solutions
2986,SYBT,"Stock Yards Bancorp, Inc. ","Stock Yards Bancorp, Inc. - Common Stock",Stock Yards Bancorp
2987,SYBX,"Synlogic, Inc. ","Synlogic, Inc. - Common Stock",Synlogic
2988,SYKE,"Sykes Enterprises, Incorporated ","Sykes Enterprises, Incorporated - Common Stock",Sykes  orporated
2989,SYMC,Symantec Corporation ,Symantec Corporation - Common Stock,Symantec
2990,SYNA,Synaptics Incorporated ,Synaptics Incorporated - Common Stock,Synaptics
2991,SYNC,"Synacor, Inc. ","Synacor, Inc. - Common Stock",Synacor
2992,SYNH,"Syneos Health, Inc. ","Syneos Health, Inc. - Class A Common Stock",Syneos Health
2993,SYNL,Synalloy Corporation ,Synalloy Corporation - Common Stock,Synalloy
2994,SYNT,"Syntel, Inc. ","Syntel, Inc. - Common Stock",Syntel
2995,SYPR,"Sypris Solutions, Inc. ","Sypris Solutions, Inc. - Common Stock",Sypris Solutions
2996,SYRS,"Syros Pharmaceuticals, Inc. ","Syros Pharmaceuticals, Inc. - common stock",Syros Pharmaceuticals
2997,TA,TravelCenters of America LLC ,TravelCenters of America LLC - Common Stock,TravelCenters of America LLC 
2998,TACO,"Del Taco Restaurants, Inc. ","Del Taco Restaurants, Inc. - Common Stock",Taco s
2999,TACOW,"Del Taco Restaurants, Inc. ","Del Taco Restaurants, Inc. - Warrants",Taco s
3000,TACT,TransAct Technologies Incorporated ,TransAct Technologies Incorporated - Common Stock,TransAct Technologies
3001,TAIT,Taitron Components Incorporated ,Taitron Components Incorporated - Class A Common Stock,Taitron Components
3002,TANH,Tantech Holdings Ltd. ,Tantech Holdings Ltd. - Common Stock,Tantech Holdings
3003,TANNI,TravelCenters of America LLC ,TravelCenters of America LLC - 8.25% Senior Notes due 2028,TravelCenters of America LLC 
3004,TANNL,TravelCenters of America LLC ,TravelCenters of America LLC - 8.00% Senior Notes due 2029,TravelCenters of America LLC 
3005,TANNZ,TravelCenters of America LLC ,TravelCenters of America LLC - TravelCenters of America LLC 8.00% Senior Notes due 2030,TravelCenters of America LLC 
3006,TAOP,Taoping Inc. ,Taoping Inc. - Ordinary Shares,Taoping
3007,TAPR,Barclays PLC ,Barclays PLC - Barclays Inverse US Treasury Composite ETN,Barclays PLC 
3008,TAST,"Carrols Restaurant Group, Inc. ","Carrols Restaurant Group, Inc. - Common Stock",Carrols Restaurant Group
3009,TATT,TAT Technologies Ltd. ,TAT Technologies Ltd. - Ordinary Shares,TAT Technologies
3010,TAYD,"Taylor Devices, Inc. ","Taylor Devices, Inc. - Common Stock",Taylor Devices
3011,TBBK,"The Bancorp, Inc. ","The Bancorp, Inc. - Common Stock",The Bancorp
3012,TBIO,"Translate Bio, Inc. ","Translate Bio, Inc. - Common Stock",Translate 
3013,TBK,"Triumph Bancorp, Inc. ","Triumph Bancorp, Inc. - Common Stock",Triumph
3014,TBNK,Territorial Bancorp Inc. ,Territorial Bancorp Inc. - Common Stock,Territorial Bancorp
3015,TBPH,"Theravance Biopharma, Inc. ","Theravance Biopharma, Inc. - Ordinary Shares",Theravance Biopharma
3016,TBRG,"Thunder Bridge Acquisition, Ltd. ","Thunder Bridge Acquisition, Ltd. - Class A Ordinary Shares","Thunder Bridge Acquisition, Ltd. "
3017,TBRGU,"Thunder Bridge Acquisition, Ltd. ","Thunder Bridge Acquisition, Ltd. - Unit","Thunder Bridge Acquisition, Ltd. "
3018,TBRGW,"Thunder Bridge Acquisition, Ltd. ","Thunder Bridge Acquisition, Ltd. - Warrant","Thunder Bridge Acquisition, Ltd. "
3019,TCBI,"Texas Capital Bancshares, Inc. ","Texas Capital Bancshares, Inc. - Common Stock",Texas Capital Bancshares
3020,TCBK,TriCo Bancshares ,TriCo Bancshares - Common Stock,TriCo Bancshares
3021,TCCO,Technical Communications Corporation ,Technical Communications Corporation - Common Stock,Technical Communications Corporation
3022,TCDA,"Tricida, Inc. ","Tricida, Inc. - Common Stock",Tricida
3023,TCFC,The Community Financial Corporation ,The Community Financial Corporation - Common Stock,The Community Financial Corporation 
3024,TCGP,The Carlyle Group L.P. ,The Carlyle Group L.P. - 5.875% Series A Preferred Units,Carlyle
3025,TCMD,"Tactile Systems Technology, Inc. ","Tactile Systems Technology, Inc. - Common Stock",Tactile Systems Technology
3026,TCON,"TRACON Pharmaceuticals, Inc. ","TRACON Pharmaceuticals, Inc. - Common Stock",TRACON Pharmaceuticals
3027,TCPC,BlackRock TCP Capital Corp. ,BlackRock TCP Capital Corp. - Common Stock,BlackRock TCP Capital
3028,TCRD,"THL Credit, Inc. ","THL Credit, Inc. - Common Stock","THL Credit, Inc. "
3029,TCX,Tucows Inc. ,Tucows Inc. - Common Stock,Tucows
3030,TDAC,Trident Acquisitions Corp. ,Trident Acquisitions Corp. - Common Stock,Trident Acquisitions Corp. 
3031,TDACU,Trident Acquisitions Corp. ,Trident Acquisitions Corp. - Units,Trident Acquisitions Corp. 
3032,TDACW,Trident Acquisitions Corp. ,Trident Acquisitions Corp. - Warrant,Trident Acquisitions Corp. 
3033,TDIV,First Trust NASDAQ Technology Dividend Index Fund,First Trust NASDAQ Technology Dividend Index Fund,First Trust NASDAQ Technology Dividend Index Fund
3034,TEAM,Atlassian Corporation Plc ,Atlassian Corporation Plc - Class A Ordinary Shares,Atlassian
3035,TECD,Tech Data Corporation ,Tech Data Corporation - Common Stock,Tech Data Corporation 
3036,TEDU,"Tarena International, Inc. ","Tarena International, Inc. - American Depositary Shares",Tarena International
3037,TELL,Tellurian Inc. ,Tellurian Inc. - Common Stock,Tellurian
3038,TENB,"Tenable Holdings, Inc. ","Tenable Holdings, Inc. - Common Stock",Tenable Holdings
3039,TENX,"Tenax Therapeutics, Inc. ","Tenax Therapeutics, Inc. - Common Stock",Tenax Therapeutics
3040,TERP,"TerraForm Power, Inc. ","TerraForm Power, Inc. - Class A Common Stock New",TerraForm 
3041,TESS,TESSCO Technologies Incorporated ,TESSCO Technologies Incorporated - Common Stock,TESSCO  orporated
3042,TFSL,TFS Financial Corporation ,TFS Financial Corporation - Common Stock,TFS Financial
